RepRapFirmware height map file v2 generated at 2021-06-22 01:15, min error -0.080, max error 0.045, mean -0.014, deviation 0.027
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,75.00,325.00,75.00,325.00,-1.00,33.00,33.00,8,8
 -0.045, -0.025, -0.007,  0.003,  0.005,  0.003, -0.005, -0.035
 -0.065, -0.040, -0.017, -0.010,  0.003, -0.002, -0.017, -0.040
 -0.080, -0.050, -0.030, -0.015, -0.007, -0.007, -0.027, -0.045
 -0.070, -0.040, -0.025, -0.007,  0.003, -0.007, -0.017, -0.045
 -0.065, -0.042, -0.027, -0.007,  0.003, -0.005, -0.017, -0.040
 -0.050, -0.030, -0.015,  0.005,  0.018,  0.010, -0.007, -0.030
 -0.037, -0.017,  0.000,  0.023,  0.033,  0.025,  0.003, -0.017
 -0.020,  0.003,  0.023,  0.033,  0.045,  0.038,  0.028, -0.005
